Name,Mandala,Hymn,Tag1,Tag2,Tag3,Doniger,MacDonell,Aurobindo
8_83,8,83,Visvedevas,,,,,
8_84,8,84,Agni,,,,,
8_85,8,85,Asvins,,,,,
8_86,8,86,Asvins,,,,,
8_87,8,87,Asvins,,,,,
8_88,8,88,Indra,,,,,
8_89,8,89,Indra,,,,,
8_90,8,90,Indra,,,,,
8_91,8,91,Indra,,,,,
8_92,8,92,Indra,,,,,
8_93,8,93,Indra,,,,,
8_94,8,94,Maruts,,,,,
8_95,8,95,Indra,,,,,
8_96,8,96,Indra,,,,,
8_97,8,97,Indra,,,,,
8_98,8,98,Indra,,,,,
8_99,8,99,Indra,,,,,
8_100,8,100,Indra,,,,,
8_101,8,101,Various,,,,,
8_102,8,102,Agni,,,,,
8_103,8,103,Agni,,,,,
9_1,9,1,Soma,,,,,
9_2,9,2,Soma,,,,,
9_3,9,3,Soma,,,,,
9_4,9,4,Soma,,,,,
9_5,9,5,Soma,,,,,
9_6,9,6,Soma,,,,,
9_7,9,7,Soma,,,,,
9_8,9,8,Soma,,,,,
9_9,9,9,Soma,,,,,
9_10,9,10,Soma,,,,,
9_11,9,11,Soma,,,,,
9_12,9,12,Soma,,,,,
9_13,9,13,Soma,,,,,
9_14,9,14,Soma,,,,,
9_15,9,15,Soma,,,,,
9_16,9,16,Soma,,,,,
9_17,9,17,Soma,,,,,
9_18,9,18,Soma,,,,,
9_19,9,19,Soma,,,,,
9_20,9,20,Soma,,,,,
9_21,9,21,Soma,,,,,
9_22,9,22,Soma,,,,,
9_23,9,23,Soma,,,,,
9_24,9,24,Soma,,,,,
9_25,9,25,Soma,,,,,
9_26,9,26,Soma,,,,,
9_27,9,27,Soma,,,,,
9_28,9,28,Soma,,,,,
9_29,9,29,Soma,,,,,
9_30,9,30,Soma,,,,,
9_31,9,31,Soma,,,,,
9_32,9,32,Soma,,,,,
9_33,9,33,Soma,,,,,
9_34,9,34,Soma,,,,,
9_35,9,35,Soma,,,,,
9_36,9,36,Soma,,,,,
9_37,9,37,Soma,,,,,
9_38,9,38,Soma,,,,,
9_39,9,39,Soma,,,,,
9_40,9,40,Soma,,,,,
9_41,9,41,Soma,,,,,
9_42,9,42,Soma,,,,,Mystic Wine
9_43,9,43,Soma,,,,,
9_44,9,44,Soma,,,,,
9_45,9,45,Soma,,,,,
9_46,9,46,Soma,,,,,
9_47,9,47,Soma,,,,,
9_48,9,48,Soma,,,,,
9_49,9,49,Soma,,,,,
9_50,9,50,Soma,,,,,
9_51,9,51,Soma,,,,,
9_52,9,52,Soma,,,,,
9_53,9,53,Soma,,,,,
9_54,9,54,Soma,,,,,
9_55,9,55,Soma,,,,,
9_56,9,56,Soma,,,,,
9_57,9,57,Soma,,,,,
9_58,9,58,Soma,,,,,
9_59,9,59,Soma,,,,,
9_60,9,60,Soma,,,,,
9_61,9,61,Soma,,,,,
9_62,9,62,Soma,,,,,
9_63,9,63,Soma,,,,,
9_64,9,64,Soma,,,,,
9_65,9,65,Soma,,,,,
9_66,9,66,Soma,,,,,
9_67,9,67,Soma,,,,,
9_68,9,68,Soma,,,,,
9_69,9,69,Soma,,,,,
9_70,9,70,Soma,,,,,
9_71,9,71,Soma,,,,,
9_72,9,72,Soma,,,,,
9_73,9,73,Soma,,,,,
9_74,9,74,Soma,,,Pressed Soma,,
9_75,9,75,Soma,,,,,Mystic Wine
9_76,9,76,Soma,,,,,
9_77,9,77,Soma,,,,,
9_78,9,78,Soma,,,,,
9_79,9,79,Soma,,,,,
9_80,9,80,Soma,,,,,
9_81,9,81,Soma,,,,,
9_82,9,82,Soma,,,,,
9_83,9,83,Soma,,,,,Soma Lord of Delight
9_84,9,84,Soma,,,,,
9_85,9,85,Soma,,,,,
9_86,9,86,Soma,,,,,
9_87,9,87,Soma,,,,,
9_88,9,88,Soma,,,,,
9_89,9,89,Soma,,,,,
9_90,9,90,Soma,,,,,
9_91,9,91,Soma,,,,,
9_92,9,92,Soma,,,,,
9_93,9,93,Soma,,,,,
9_94,9,94,Soma,,,,,
9_95,9,95,Soma,,,,,
9_96,9,96,Soma,,,,,
9_97,9,97,Soma,,,,,
9_98,9,98,Soma,,,,,
9_99,9,99,Soma,,,,,
9_100,9,100,Soma,,,,,
9_101,9,101,Soma,,,,,
9_102,9,102,Soma,,,,,
9_103,9,103,Soma,,,,,
9_104,9,104,Soma,,,,,
9_105,9,105,Soma,,,,,
9_106,9,106,Soma,,,,,
9_107,9,107,Soma,,,,,
9_108,9,108,Soma,,,,,
9_109,9,109,Soma,,,,,
9_110,9,110,Soma,,,,,
9_111,9,111,Soma,,,,,
9_112,9,112,Soma,,,,Pursuit of gain,
9_113,9,113,Soma,,,Ecstasy of Soma,,
9_114,9,114,Soma,,,,,
10_1,10,1,Agni,,,,,
10_2,10,2,Agni,,,,,
10_3,10,3,Agni,,,,,
10_4,10,4,Agni,,,,,
10_5,10,5,Agni,,,Hidden Agni,,
10_6,10,6,Agni,,,,,
10_7,10,7,Agni,,,,,
10_8,10,8,Agni,,,,,
10_9,10,9,Waters,,,Waters of Life,,
10_10,10,10,Yama,,,,,
10_11,10,11,Agni,,,,,
10_12,10,12,Agni,,,,,
10_13,10,13,Havirdhanas,,,,,
10_14,10,14,Yama,,,Yama,Funeral Hymn,
10_15,10,15,Fathers,,,,,
10_16,10,16,Agni,,,The Funeral,,
10_17,10,17,Various,,,,,
10_18,10,18,Various,,,The burial,Funeral Prayer,
10_19,10,19,Waters,Cows,,,,
10_20,10,20,Agni,,,,,
10_21,10,21,Agni,,,,,
10_22,10,22,Indra,,,,,
10_23,10,23,Indra,,,,,
10_24,10,24,Indra,Asvins,,,,
10_25,10,25,Soma,,,,,
10_26,10,26,Pusan,,,,,
10_27,10,27,Indra,,,,,
10_28,10,28,Indra,Vasukra,,Indra Chastises Son,,
10_29,10,29,Indra,,,,,
10_30,10,30,Waters,,,,,
10_31,10,31,Visvedevas,,,,,
10_32,10,32,Indra,,,,,
10_33,10,33,Various,,,Lament of Priest,,
10_34,10,34,Dice,,,,Gambler,
10_35,10,35,Visvedevas,,,,,
10_36,10,36,Visvedevas,,,,,
10_37,10,37,Surya,,,,,
10_38,10,38,Indra,,,,,
10_39,10,39,Asvins,,,,,
10_40,10,40,Asvins,,,,,
10_41,10,41,Asvins,,,,,
10_42,10,42,Indra,,,,,
10_43,10,43,Indra,,,,,
10_44,10,44,Indra,,,,,
10_45,10,45,Agni,,,,,
10_46,10,46,Agni,,,,,
10_47,10,47,Indra-Vaikuntha,,,,,
10_48,10,48,Indra-Vaikuntha,,,,,
10_49,10,49,Indra-Vaikuntha,,,,,
10_50,10,50,Indra-Vaikuntha,,,,,
10_51,10,51,Agni,Gods,,Gods Coax Agni,,
10_52,10,52,Gods,,,,,
10_53,10,53,Agni,SaucikaGods,,,,
10_54,10,54,Indra,,,,,
10_55,10,55,Indra,,,,,
10_56,10,56,Visvedevas,,,Requiem for Horse,,
10_57,10,57,Visvedevas,,,,,
10_58,10,58,Manas,,,Departing Spirit,,
10_59,10,59,NirrtiandOthers,,,,,
10_60,10,60,AsamatiandOthers,-,,,,
10_61,10,61,Visvedevas,,,,,
10_62,10,62,Visvedevas,,,,,
10_63,10,63,Visvedevas,,,,,
10_64,10,64,Visvedevas,,,,,
10_65,10,65,Visvedevas,,,,,
10_66,10,66,Visvedevas,,,,,
10_67,10,67,Brhaspati,,,,,
10_68,10,68,Brhaspati,,,,,
10_69,10,69,Agni,,,,,
10_70,10,70,Apris,,,,,
10_71,10,71,Jnanam,,,Sacred Speech,Speech,
10_72,10,72,TheGods,,,Birth of Gods,,
10_73,10,73,Indra,,,,,
10_74,10,74,Indra,,,,,
10_75,10,75,TheRivers,,,,,
10_76,10,76,Press-stones,,,,,
10_77,10,77,Maruts,,,,,
10_78,10,78,Maruts,,,,,
10_79,10,79,Agni,,,,,
10_80,10,80,Agni,,,,,
10_81,10,81,Visvakarman,,,The All Maker,,
10_82,10,82,Visvakarman,,,The All Maker,,
10_83,10,83,Manyu,,,,,
10_84,10,84,Manyu,,,,,
10_85,10,85,Surya'sBridal,,,,Wedding Hymn,
10_86,10,86,Indra,,,,,
10_87,10,87,Agni,,,,,
10_88,10,88,Agni,,,,,
10_89,10,89,Indra,,,,,
10_90,10,90,Purusa,,,Hymn of Man,,
10_91,10,91,Agni,,,,,
10_92,10,92,Visvedevas,,,,,
10_93,10,93,Visvedevas,,,,,
10_94,10,94,Press-stones,,,Pressing Stones,,
10_95,10,95,Urvasi,Pururavas,,,,
10_96,10,96,Indra,,,,,
10_97,10,97,PraiseofHerbs,,,Healing Plants,,
10_98,10,98,TheGods,,,,,
10_99,10,99,Indra,,,,,
10_100,10,100,Visvedevas,,,,,
10_101,10,101,Visvedevas,,,Sacrificial Priests,,
10_102,10,102,Indra,,,,,
10_103,10,103,Indra,,,,,
10_104,10,104,Indra,,,,,
10_105,10,105,Indra,,,,,
10_106,10,106,Asvins,,,,,
10_107,10,107,Daksina,,,,,
10_108,10,108,Sarama,Panis,,Sarama and Panis,Sarama and Panis,
10_109,10,109,Visvedevas,,,,,
10_110,10,110,Apris,,,,,
10_111,10,111,Indra,,,,,
10_112,10,112,Indra,,,,,
10_113,10,113,Indra,,,,,
10_114,10,114,Visvedevas,,,,,
10_115,10,115,Agni,,,,,
10_116,10,116,Indra,,,,,
10_117,10,117,Liberality,,,Generosity,Charity,
10_118,10,118,Agni,,,,,
10_119,10,119,Indra,,,Soma Drinker,,
10_120,10,120,Indra,,,,,
10_121,10,121,Ka,,,The Unknown God,,
10_122,10,122,Agni,,,,,
10_123,10,123,Vena,,,Vena,,
10_124,10,124,Agni,,,Indra lures Agni,,
10_125,10,125,Vak,,,Speech,,
10_126,10,126,Visvedevas,,,,,
10_127,10,127,Night,,,Night,Night,
10_128,10,128,Visvedevas,,,,,
10_129,10,129,Creation,,,Creation Hymn,Creation,
10_130,10,130,Creation,,,Creation of Sacrifice,,
10_131,10,131,Indra,,,,,
10_132,10,132,Mitra-Varuna, ,,,,
10_133,10,133,Indra,,,,,
10_134,10,134,Indra,,,,,
10_135,10,135,Yama,,,Boy and the Chariot,,
10_136,10,136,Kesins,,,Long Haired Ascetic,,
10_137,10,137,Visvedevas,,,,,
10_138,10,138,Indra,,,,,
10_139,10,139,Savitar,,,,,
10_140,10,140,Agni,,,,,
10_141,10,141,Visvedevas,,,,,
10_142,10,142,Agni,,,,,
10_143,10,143,Asvins,,,,,
10_144,10,144,Indra,,,,,
10_145,10,145,Sapatnibadhanam,,,Against Rival Wives,,
10_146,10,146,Aranyani,,,,Forest Nymph,
10_147,10,147,Indra,,,,,
10_148,10,148,Indra,,,,,
10_149,10,149,Savitar,,,,,
10_150,10,150,Agni,,,,,
10_151,10,151,Faith,,,Faith,,
10_152,10,152,Indra,,,,,
10_153,10,153,Indra,,,,,
10_154,10,154,NewLife,,,The Funeral,,
10_155,10,155,Various,,,,,
10_156,10,156,Agni,,,,,
10_157,10,157,Visvedevas,,,,,
10_158,10,158,Surya,,,Departing Spirit,,
10_159,10,159,SaciPaulomi,,,Triumphant Wife,,
10_160,10,160,Indra,,,,,
10_161,10,161,Indra,,,,,
10_162,10,162,Agni,,,Protect the Embryo,,
10_163,10,163,Untagged,,,,,
10_164,10,164,Dream-charm,,,Against Bad Dreams,,
10_165,10,165,Visvedevas,,,Dove of Death,,
10_166,10,166,Sapatnanasanam,,,,,
10_167,10,167,Indra,,,,,
10_168,10,168,Vayu,,,The Gale Wind,vata,
10_169,10,169,COWS,,,,,
10_170,10,170,Surya,,,,,
10_171,10,171,Indra,,,Indra Beheads Sacrifice,,
10_172,10,172,Dawn,,,,,
10_173,10,173,TheKing,,,Royal Consecration,,
10_174,10,174,TheKing,,,,,
10_175,10,175,Press-stones,,,,,
10_176,10,176,Agni,,,,,
10_177,10,177,Mayabheda,,,The Bird,,
10_178,10,178,Tarksya,,,,,
10_179,10,179,Indra,,,,,
10_180,10,180,Indra,,,,,
10_181,10,181,Visvedevas,,,,,
10_182,10,182,Brhaspati,,,,,
10_183,10,183,Sacrifice,,,,,
10_184,10,184,Untagged,,,Safe Pregnancy,,
10_185,10,185,Aditi,,,,,
10_186,10,186,Vayu,,,,,
10_187,10,187,Agni,,,,,
10_188,10,188,Agni,,,,,
10_189,10,189,Surya,,,,,
10_190,10,190,Creation,,,Cosmic Heat,,
10_191,10,191,Agni,,,,,
